the,0,0.00537470844742,0.03597505324,0.0193185275327,0.0202819186695,0.0229692728932,0.0203833282629,0.0220565865531,0.0219298245614,0.0203072710678,0.0228678632999,0.0219425007606,0.0199523374911,0.021524186188,0.0211565764121,0.0202819186695,0.0215748909847,0.020091775682,0.021219957408,0.0196481087111,0.0199650136903,0.0227918061049,0.020472061657,0.0195466991177,0.020015718487,0.019939661292,0.0204847378562,0.0199016326945,0.0199269850928,0.020396004462,0.0184058411926,0.0201551566778,0.0218664435656,0.0202058614745,0.0190903559477,0.0196734611094,0.0194199371261,0.0191410607443,0.0208396714329,0.0198255754994,0.0193312037319,0.0203326234662,0.0186340127776,0.0197114897069,0.0210805192171,0.018963593956,0.0203833282629,0.019939661292,0.0407032755299
and,0,0.012200569546,0.0169467865319,0.0189290300966,0.0210508682785,0.0226143279915,0.0200457870345,0.0213579764364,0.0198224356469,0.0211067061254,0.0209950304316,0.0199341113407,0.0214417332068,0.0204645708861,0.0224747333743,0.0206879222737,0.0205483276565,0.0225584901446,0.0209671115082,0.0204366519627,0.0203528951924,0.0206041655034,0.0198503545703,0.0211346250489,0.0214975710537,0.020269138422,0.0211067061254,0.0214417332068,0.0203249762689,0.0209112736613,0.0197665978,0.0212183818192,0.0199899491876,0.0203249762689,0.0204645708861,0.0223072198336,0.0197107599531,0.021330057513,0.0198782734938,0.0198224356469,0.0204366519627,0.0204924898096,0.0205762465799,0.0197107599531,0.0208833547378,0.021581327824,0.0189290300966,0.0194594896421,0.0410408174661
of,0,0.00588350656992,0.026593449696,0.0160815846244,0.0226711119827,0.0258089821534,0.0224357717199,0.0232202392626,0.0223965483428,0.0202392626005,0.0276917042557,0.020396156109,0.0176505197097,0.0192979015493,0.0184349872524,0.0230633457541,0.0244753873308,0.0205922729947,0.0197685820749,0.0186703275152,0.0201608158462,0.0232986860169,0.021572857423,0.0196901353207,0.0181996469896,0.0196901353207,0.0184349872524,0.0221219847029,0.0209452833889,0.0184349872524,0.0200039223377,0.0193763483036,0.0226711119827,0.0225142184742,0.0181212002353,0.0208668366346,0.0205530496176,0.0185134340067,0.0249460678564,0.0187487742695,0.0171798391842,0.0190625612865,0.0200039223377,0.020670719749,0.0205138262404,0.0182388703667,0.0187879976466,0.0181604236125,0.043145714846
that,0.00171065493646,0.00610948191593,0.00733137829912,0.0149071358749,0.019550342131,0.0212609970674,0.0229716520039,0.0273704789834,0.022238514174,0.0259042033236,0.0217497556207,0.0263929618768,0.0219941348974,0.0207722385142,0.02761485826,0.022238514174,0.0200391006843,0.0193059628543,0.0180840664712,0.0229716520039,0.0224828934506,0.0190615835777,0.014173998045,0.0227272727273,0.0210166177908,0.019550342131,0.0210166177908,0.0241935483871,0.0215053763441,0.0224828934506,0.0202834799609,0.0188172043011,0.0234604105572,0.0224828934506,0.0215053763441,0.0183284457478,0.0156402737048,0.0183284457478,0.0212609970674,0.0193059628543,0.0197947214076,0.022238514174,0.0193059628543,0.0217497556207,0.0232160312805,0.0183284457478,0.0185728250244,0.0207722385142,0.0378787878788
to,0,0.01428146385,0.0318357631657,0.0273728057126,0.0282653972032,0.0285629277001,0.0297530496876,0.0226123177626,0.024099970247,0.0202320737876,0.0235049092532,0.0255876227313,0.0223147872657,0.0184468908063,0.0229098482594,0.0208271347813,0.0238024397501,0.0220172567688,0.0208271347813,0.0190419518001,0.0214221957751,0.0223147872657,0.0187444213032,0.0163641773282,0.0151740553407,0.0243975007438,0.0139839333532,0.0238024397501,0.0211246652782,0.0148765248438,0.0193394822969,0.0202320737876,0.0178518298126,0.0243975007438,0.0208271347813,0.0172567688188,0.0205296042844,0.0151740553407,0.0163641773282,0.0154715858375,0.0181493603094,0.0175542993157,0.0175542993157,0.0169592383219,0.0208271347813,0.0181493603094,0.0157691163344,0.0172567688188,0.0318357631657
he,0.000263643553915,0.00553651463222,0.0166095438967,0.027946216715,0.021882414975,0.0239915634063,0.0221460585289,0.0292644344846,0.0261007118376,0.0213551278671,0.0242552069602,0.0234642762984,0.021882414975,0.0229369891906,0.0245188505141,0.0229369891906,0.0226733456367,0.021618771421,0.0200369100975,0.0213551278671,0.0203005536515,0.0221460585289,0.0205641972054,0.0192459794358,0.0208278407593,0.0208278407593,0.024782494068,0.0200369100975,0.0174004745584,0.0192459794358,0.0224097020828,0.0181914052201,0.0181914052201,0.0174004745584,0.021618771421,0.0200369100975,0.0174004745584,0.0200369100975,0.0166095438967,0.0203005536515,0.021882414975,0.0163459003427,0.0145003954653,0.0139731083575,0.021618771421,0.0184550487741,0.0176641181123,0.0197732665436,0.0374373846559
in,0,0.0117390575214,0.020794901895,0.0308569511991,0.0281737380513,0.026496729834,0.0248197216166,0.0218011068254,0.0268321314774,0.0244843199732,0.0241489183297,0.0238135166862,0.020794901895,0.0278383364078,0.026496729834,0.0194532953211,0.0187824920342,0.0224719101124,0.0204595002516,0.0197886969646,0.0160992788865,0.0238135166862,0.0181116887473,0.021465705182,0.0218011068254,0.0124098608083,0.0171054838169,0.0191178936777,0.015763877243,0.0201240986081,0.0201240986081,0.0184470903907,0.0171054838169,0.0147576723126,0.0204595002516,0.0184470903907,0.0154284755995,0.0174408854603,0.0174408854603,0.021465705182,0.0229750125776,0.0241489183297,0.0181116887473,0.0194532953211,0.0150930739561,0.0171054838169,0.020794901895,0.020794901895,0.0345463692772
i,0.000290951411114,0.00843759092232,0.0151294733779,0.0221123072447,0.0212394530113,0.0261856270003,0.030549898167,0.027931335467,0.0276403840559,0.0261856270003,0.0197846959558,0.0264765784114,0.0250218213558,0.0258946755892,0.0218213558336,0.0241489671225,0.0247308699447,0.0206575501891,0.0221123072447,0.0200756473669,0.0221123072447,0.022985161478,0.022985161478,0.0206575501891,0.0221123072447,0.0241489671225,0.0218213558336,0.0192027931335,0.0200756473669,0.0171661332557,0.0192027931335,0.0206575501891,0.0212394530113,0.0189118417224,0.020366598778,0.0194937445447,0.0151294733779,0.0200756473669,0.0174570846669,0.0194937445447,0.0154204247891,0.0157113762002,0.0183299389002,0.0174570846669,0.017748036078,0.0148385219668,0.0165842304335,0.0157113762002,0.0264765784114
for,0.00108313024641,0.0173300839426,0.0173300839426,0.018413214189,0.0200379095586,0.0249119956675,0.0292445166531,0.0270782561603,0.0249119956675,0.0254535607907,0.0222041700514,0.0151638234498,0.0216626049282,0.0259951259139,0.0173300839426,0.0278906038451,0.0243704305443,0.0113728675873,0.0227457351747,0.0189547793122,0.0162469536962,0.0232873002979,0.0173300839426,0.0259951259139,0.018413214189,0.0162469536962,0.0265366910371,0.0194963444354,0.0146222583266,0.018413214189,0.0232873002979,0.0189547793122,0.0243704305443,0.0238288654211,0.0227457351747,0.018413214189,0.0254535607907,0.021121039805,0.015705388573,0.0162469536962,0.0173300839426,0.0173300839426,0.0232873002979,0.0119144327105,0.0232873002979,0.015705388573,0.0151638234498,0.0146222583266,0.0411589493637
unto,0,0.00223964165733,0.011758118701,0.013437849944,0.0240761478163,0.0246360582307,0.021836506159,0.0173572228443,0.0246360582307,0.020156774916,0.0179171332587,0.0257558790594,0.020156774916,0.0207166853303,0.0162374020157,0.026875699888,0.0313549832027,0.0263157894737,0.0190369540873,0.0263157894737,0.0229563269877,0.01679731243,0.0212765957447,0.028555431131,0.015117581187,0.0229563269877,0.0162374020157,0.01679731243,0.0195968645017,0.0207166853303,0.0207166853303,0.0279955207167,0.0156774916013,0.0195968645017,0.0195968645017,0.0179171332587,0.018477043673,0.0279955207167,0.020156774916,0.01679731243,0.025195968645,0.0246360582307,0.0212765957447,0.0212765957447,0.0207166853303,0.010078387458,0.0207166853303,0.020156774916,0.0391937290034
